,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,year,pros_clean,cons_clean,headline_clean,too_long_pro,too_long_con,Clean_pro_aspect_sentiments,Clean_con_aspect_sentiments,pro_aspect_sentiments,con_aspect_sentiments
93612,Randstad,2021-02-09, Primary Recruitment Consultant,"Current Employee, less than 1 year","Cambridge, East of England, England, England",5,4.0,5.0,5.0,5.0,5.0,5.0,v,v,r,Great company that places its employees at the centre!,"A fantastic range of training and support is frequently provided to every member of the team. As someone who is completely new to the recruitment industry, I have felt fully supported in both my development and practices via the means of training seminars and peer support. Included within this, have been numerous 1:1 weekly support meetings with experts in the field. These meets have allowed me to share positive developments and areas to improve, to where my mentors have been yet again able to support me in bettering my professional practices. The teams I work with currently are a fantastic range of people, each stemming from different roles or backgrounds. They have truly made me feel included, supported and most importantly enjoy this role even more. Randstad as a whole, has an entire unity feel. Whether I need to discuss things with the branch manager, regional manager or even the CEO, I can contact anyone of these people in different positions of authority, and I know they will come back to me with a welcoming and supportive manor.","There isn't anything I could really say about this company or my role in a negative way. However, if you are to join Randstad, I would recommend that your IT skills are up to date/efficient, as Administration plays a great role within a recruitment position.",2021,a fantastic range of training and support be frequently provide to every member of the team as someone who be completely new to the recruitment industry I have felt fully support in both my development and practice via the mean of training seminar and peer support include within this have be numerous 1:1 weekly support meeting with expert in the field these meet have allow I to share positive development and area to improve to where my mentor have be yet again able to support I in better my professional practice the team I work with currently be a fantastic range of people each stem from different role or background they have truly make I feel include support and most importantly enjoy this role even more randstad as a whole have an entire unity feel whether I need to discuss thing with the branch manager regional manager or even the ceo I can contact anyone of these people in different position of authority and I know they will come back to I with a welcoming and supportive manor,there be not anything I could really say about this company or my role in a negative way however if you be to join randstad I would recommend that your it skill be up to date efficient as administration play a great role within a recruitment position,great company that place its employee at the centre,False,False,"{'growth': {1: 0.01142305, 2: 0.016914548, 3: 0.0619291, 4: 0.3381541, 5: 0.57157916, 'label': 5}, 'people': {1: 0.012639691, 2: 0.017848957, 3: 0.06425993, 4: 0.3326478, 5: 0.5726036, 'label': 5}, 'training & onboarding': {1: 0.010090244, 2: 0.015161209, 3: 0.063987695, 4: 0.3547137, 5: 0.55604714, 'label': 5}, 'job role clarity': {1: 0.013881267, 2: 0.023060711, 3: 0.09335027, 4: 0.38172743, 5: 0.4879803, 'label': 5}, 'tools & resources': {1: 0.012870099, 2: 0.019571524, 3: 0.07113222, 4: 0.3540282, 5: 0.5423979, 'label': 5}, 'teamwork & collaboration': {1: 0.0105948225, 2: 0.016373495, 3: 0.06780914, 4: 0.36338705, 5: 0.5418355, 'label': 5}}","{'job role clarity': {1: 0.16105436, 2: 0.31474102, 3: 0.3860258, 4: 0.1180434, 5: 0.020135501, 'label': 3}}","{'growth': {1: 0.0027591286, 2: 0.0047943336, 3: 0.022320295, 4: 0.27277958, 5: 0.6973466, 'label': 5}, 'people': {1: 0.0029159395, 2: 0.0048672813, 3: 0.02186693, 4: 0.2635767, 5: 0.7067731, 'label': 5}, 'training & onboarding': {1: 0.002732894, 2: 0.004727014, 3: 0.024657568, 4: 0.29799414, 5: 0.6698884, 'label': 5}, 'job role clarity': {1: 0.003722824, 2: 0.0071376483, 3: 0.038478285, 4: 0.33765933, 5: 0.61300194, 'label': 5}, 'tools & resources': {1: 0.0030777913, 2: 0.0054025366, 3: 0.02507784, 4: 0.28854007, 5: 0.67790174, 'label': 5}, 'teamwork & collaboration': {1: 0.0025540215, 2: 0.0045470623, 3: 0.024219058, 4: 0.30033353, 5: 0.6683463, 'label': 5}}","{'job role clarity': {1: 0.07874903, 2: 0.25321183, 3: 0.45460352, 4: 0.18586336, 5: 0.027572347, 'label': 3}}"
60647,Jaguar-Land-Rover,2021-04-13, Business Development,Former Employee,"London, England, England",4,,,,,,,o,o,o,Megh,Easy money but rubbish hours,Management are useless and non existent,2021,easy money but rubbish hour,management be useless and non existent,megh,False,False,{},"{'management': {1: 0.7032236, 2: 0.20241536, 3: 0.06870964, 4: 0.01662002, 5: 0.009031373, 'label': 1}}","{'work-life balance': {1: 0.023136526, 2: 0.060861878, 3: 0.39071983, 4: 0.4198416, 5: 0.10544017, 'label': 4}}","{'management': {1: 0.77835846, 2: 0.16807285, 3: 0.04168635, 4: 0.0076010516, 5: 0.0042812224, 'label': 1}}"
77821,Morrisons,2016-12-07, Admin Assistant,Current Employee,"London, England, England",3,3.0,1.0,,1.0,2.0,1.0,v,v,r,Salary and benefits,"Staff discount 10%,for you and the memebers of your family or friends, you have up to 3 staff discount card to give away. Few times a year, you have 20% discount.","No progress opportunites for the staff.
Hudge staff turnover. Not enough staff, hidge workload, not being appritiated by the managment.",2016,"staff discount 10%,for you and the memeber of your family or friend you have up to 3 staff discount card to give away few time a year you have 20 discount",no progress opportunite for the staff hudge staff turnover not enough staff hidge workload not be appritiate by the managment,salary and benefit,False,False,{},"{'growth': {1: 0.55862015, 2: 0.35746968, 3: 0.07595289, 4: 0.006387075, 5: 0.0015701642, 'label': 1}}",{},"{'growth': {1: 0.5021083, 2: 0.4215116, 3: 0.06913111, 4: 0.0056665414, 5: 0.0015824583, 'label': 1}}"
6330,American-Express,2017-04-05, Customer Service Representative,Former Employee,"London, England, England",5,2.0,3.0,,3.0,5.0,2.0,v,v,v,American Express review,American Express had really wonderful supervisors and great health benefits.,On the phone 98 percent of the time.,2017,american express have really wonderful supervisor and great health benefit,on the phone 98 percent of the time,american express review,False,False,"{'management': {1: 0.009900234, 2: 0.009338274, 3: 0.05835699, 4: 0.29726848, 5: 0.625136, 'label': 5}}",{},"{'management': {1: 0.02983403, 2: 0.03826483, 3: 0.17712326, 4: 0.4212948, 5: 0.3334831, 'label': 4}, 'benefits': {1: 0.032038216, 2: 0.04184027, 3: 0.1915447, 4: 0.41145045, 5: 0.32312638, 'label': 4}}",{}
11803,BDO,2020-08-16, Audit Senior,"Former Employee, more than 3 years","London, England, England",3,3.0,3.0,,4.0,3.0,2.0,o,o,o,Not Bad,Good people to work with,Senior management out of touch with staff,2020,good people to work with,senior management out of touch with staff,not bad,False,False,"{'people': {1: 0.008930535, 2: 0.014601755, 3: 0.17116597, 4: 0.4876614, 5: 0.3176404, 'label': 4}}","{'management': {1: 0.47014362, 2: 0.29435417, 3: 0.15987301, 4: 0.05232934, 5: 0.023299884, 'label': 1}}","{'people': {1: 0.008930535, 2: 0.014601755, 3: 0.17116597, 4: 0.4876614, 5: 0.3176404, 'label': 4}}","{'management': {1: 0.47014362, 2: 0.29435417, 3: 0.15987301, 4: 0.05232934, 5: 0.023299884, 'label': 1}}"
112080,Transport-for-London,2019-03-01, Sponsor,"Current Employee, more than 8 years","London, England, England",3,5.0,4.0,,2.0,3.0,2.0,v,v,x,Transport for London,"very good work life balance, interesting end results",Too many layers of ineffective management,2019,very good work life balance interesting end result,too many layer of ineffective management,transport for london,False,False,"{'work-life balance': {1: 0.0038041987, 2: 0.008086998, 3: 0.12735677, 4: 0.5748106, 5: 0.28594142, 'label': 4}}","{'management': {1: 0.5620736, 2: 0.32433698, 3: 0.095764406, 4: 0.0130986655, 5: 0.004726323, 'label': 1}}","{'work-life balance': {1: 0.0037355185, 2: 0.007016566, 3: 0.10013188, 4: 0.5513759, 5: 0.33774006, 'label': 4}}","{'management': {1: 0.53673047, 2: 0.34386593, 3: 0.1015247, 4: 0.013258836, 5: 0.004619966, 'label': 1}}"
113326,Unilever,2016-09-02, Marketing Director,"Current Employee, more than 10 years","London, England, England",4,3.0,5.0,,3.0,2.0,4.0,v,v,r,Good place to work but pay under avg for hours worked,Great people.  You feel valued and company has strong development and training.  Good opportunities for cross functional and cross geography.,You aren't expected to but the reality is that you work long hours.  Base pay is under average.  Upward mobility continues to shrink as the business re-organises itself.,2016,great people you feel value and company have strong development and training good opportunity for cross functional and cross geography,you be not expect to but the reality be that you work long hour base pay be under average upward mobility continue to shrink as the business re organise itself,good place to work but pay under avg for hour work,False,False,"{'growth': {1: 0.003605039, 2: 0.0050712284, 3: 0.060081765, 4: 0.4284757, 5: 0.50276625, 'label': 5}, 'people': {1: 0.0038340443, 2: 0.0052319653, 3: 0.059307963, 4: 0.4080853, 5: 0.52354074, 'label': 5}, 'training & onboarding': {1: 0.003567269, 2: 0.00489665, 3: 0.060117334, 4: 0.43761098, 5: 0.49380776, 'label': 5}}","{'pay': {1: 0.33683613, 2: 0.37534097, 3: 0.21955681, 4: 0.051763043, 5: 0.01650306, 'label': 2}, 'travel': {1: 0.31716314, 2: 0.3834, 3: 0.2284549, 4: 0.054807898, 5: 0.01617411, 'label': 2}}","{'growth': {1: 0.0014490504, 2: 0.0016959171, 3: 0.018758366, 4: 0.28142917, 5: 0.6966675, 'label': 5}, 'people': {1: 0.001518835, 2: 0.001769608, 3: 0.018727755, 4: 0.26789653, 5: 0.71008724, 'label': 5}, 'training & onboarding': {1: 0.0012472543, 2: 0.0013483842, 3: 0.013611869, 4: 0.24358262, 5: 0.74020994, 'label': 5}}","{'pay': {1: 0.19557539, 2: 0.42330274, 3: 0.2689819, 4: 0.08282968, 5: 0.029310266, 'label': 2}, 'work-life balance': {1: 0.1605546, 2: 0.4194404, 3: 0.30029538, 4: 0.09030951, 5: 0.029400062, 'label': 2}, 'stress & pressure': {1: 0.17533904, 2: 0.3909715, 3: 0.26282266, 4: 0.11872085, 5: 0.052145913, 'label': 2}, 'travel': {1: 0.17740443, 2: 0.41206113, 3: 0.279746, 4: 0.09697099, 5: 0.03381753, 'label': 2}}"
39973,EY,2018-01-30, Performance Improvement Consultant,"Current Employee, more than 1 year","Manchester, England, England",4,4.0,5.0,,5.0,4.0,4.0,v,v,v,EY Graduate Scheme,"- Great Culture and all employees are taken care of 
- Exposure to clients 
- Great Training Opportunities 
- Salary is Competitive","- Rotations based on business demand 
- Long hours 
- Lots of travel",2018,great culture and all employee be take care of exposure to client great training opportunity salary be competitive,rotation base on business demand long hour lot of travel,ey graduate scheme,False,False,"{'pay': {1: 0.008967493, 2: 0.011142449, 3: 0.07860188, 4: 0.3877574, 5: 0.51353073, 'label': 5}, 'growth': {1: 0.007372394, 2: 0.010153418, 3: 0.079264045, 4: 0.40434712, 5: 0.49886307, 'label': 5}, 'culture': {1: 0.01011899, 2: 0.01336852, 3: 0.09105093, 4: 0.38891047, 5: 0.49655116, 'label': 5}, 'training & onboarding': {1: 0.006684195, 2: 0.008579917, 3: 0.072807156, 4: 0.400502, 5: 0.51142675, 'label': 5}}","{'travel': {1: 0.2517906, 2: 0.28252956, 3: 0.27805197, 4: 0.12951662, 5: 0.058111228, 'label': 2}}","{'pay': {1: 0.006087355, 2: 0.008521076, 3: 0.08253308, 4: 0.42687404, 5: 0.4759844, 'label': 5}, 'culture': {1: 0.007149033, 2: 0.010794196, 3: 0.09941157, 4: 0.4382751, 5: 0.44437006, 'label': 5}, 'training & onboarding': {1: 0.005188708, 2: 0.0073139826, 3: 0.079229146, 4: 0.44573238, 5: 0.46253577, 'label': 5}}","{'work-life balance': {1: 0.21598417, 2: 0.32066816, 3: 0.2885937, 4: 0.12825072, 5: 0.0465032, 'label': 2}, 'stress & pressure': {1: 0.27734023, 2: 0.3328045, 3: 0.22915493, 4: 0.110112935, 5: 0.050587416, 'label': 2}, 'travel': {1: 0.27183098, 2: 0.33003622, 3: 0.25714272, 4: 0.10262099, 5: 0.038369104, 'label': 2}}"
121508,WHSmith,2018-06-10, Sales Associate,"Current Employee, more than 1 year","London, England, England",3,1.0,1.0,,2.0,1.0,1.0,x,r,x,Very boring job,Some people are nice to work with.,Not able to move on to a senior management level .Always doing the same thing everyday. Never enough staff.,2018,some people be nice to work with,not able to move on to a senior management level .always do the same thing everyday never enough staff,very boring job,False,False,"{'people': {1: 0.024171107, 2: 0.042345855, 3: 0.3065462, 4: 0.43883732, 5: 0.18809952, 'label': 4}}","{'management': {1: 0.6311616, 2: 0.26597255, 3: 0.07756933, 4: 0.01569923, 5: 0.009597319, 'label': 1}}","{'people': {1: 0.016388386, 2: 0.036787484, 3: 0.32989344, 4: 0.43818197, 5: 0.17874874, 'label': 4}}","{'management': {1: 0.6471412, 2: 0.28913924, 3: 0.053434685, 4: 0.006747418, 5: 0.0035375005, 'label': 1}}"
35858,Deloitte,2021-02-07, Instructional Designer,"Current Employee, more than 1 year","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great flexibility,"Flexible work hours, full remote",Sometimes they don't push back on the client when needed,2021,flexible work hour full remote,sometimes they do not push back on the client when need,great flexibility,False,False,"{'remote work': {1: 0.014820433, 2: 0.021047447, 3: 0.15783542, 4: 0.47588092, 5: 0.33041576, 'label': 4}, 'flexibility': {1: 0.013740936, 2: 0.021028724, 3: 0.15329123, 4: 0.4924101, 5: 0.31952903, 'label': 4}}",{},"{'work-life balance': {1: 0.0066862907, 2: 0.013018396, 3: 0.16894087, 4: 0.53813595, 5: 0.27321848, 'label': 4}, 'remote work': {1: 0.009588034, 2: 0.014569384, 3: 0.13388978, 4: 0.49697924, 5: 0.3449736, 'label': 4}, 'flexibility': {1: 0.010799142, 2: 0.017831441, 3: 0.14154635, 4: 0.5052269, 5: 0.32459617, 'label': 4}}",{}
97134,Sage,2020-04-16, Talent Acquisition Manager,"Current Employee, less than 1 year","Newcastle upon Tyne, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,An amazing example of a business doing the right thing!,"As someone who has only been with Sage for short time, my experience at Sage has been very positive. They are a business that really do live and breath their values, ensuring an inclusive and supported culture is not only talked about but really embedded and demonstrated throughout the whole of Sage.  

Sages response to COVID-19 has been  outstanding and further solidifies my view  that they truly do have colleagues and customers at the heart of every decision they make. Putting the welfare and well being of all colleagues and their families first, enabling flexible working hours to ensure you can juggle children at home and any caring responsibilities you may have with out question. 

Steve Hare is an inspiring CEO , he is authentic and positive and has been remarkable in offering support and reassurance to all colleagues during these unprecedented times. The UKI MD - Sabby Gill has been unwavering in his support and his message that colleagues health and well being comes first!

I feel proud to work for sage and to be part of a business that 'Does the right thing' by its colleagues and customers.",Really cant think of any!,2020,as someone who have only be with sage for short time my experience at sage have be very positive they be a business that really do live and breath their value ensure an inclusive and support culture be not only talk about but really embed and demonstrate throughout the whole of sage sag response to covid-19 have be outstanding and further solidifie my view that they truly do have colleague and customer at the heart of every decision they make put the welfare and well being of all colleague and their family first enable flexible work hour to ensure you can juggle child at home and any caring responsibility you may have with out question steve hare be an inspiring ceo he be authentic and positive and have be remarkable in offer support and reassurance to all colleague during these unprecedented time the uki md sabby gill have be unwavere in his support and his message that colleague health and well being come first I feel proud to work for sage and to be part of a business that do the right thing by its colleague and customer,really can not think of any,an amazing example of a business do the right thing,False,False,"{'culture': {1: 0.017214986, 2: 0.01970938, 3: 0.049364757, 4: 0.26909298, 5: 0.644618, 'label': 5}, 'diversity & inclusion': {1: 0.015177934, 2: 0.017491797, 3: 0.0475595, 4: 0.26752695, 5: 0.6522438, 'label': 5}, 'flexibility': {1: 0.020759728, 2: 0.025816726, 3: 0.058030855, 4: 0.2777608, 5: 0.61763185, 'label': 5}, 'job role clarity': {1: 0.019543732, 2: 0.025880434, 3: 0.072916955, 4: 0.30629334, 5: 0.57536554, 'label': 5}, 'tools & resources': {1: 0.016037645, 2: 0.019123483, 3: 0.05067277, 4: 0.2758844, 5: 0.6382817, 'label': 5}}",{},"{'work-life balance': {1: 0.0042023314, 2: 0.0063132704, 3: 0.02606099, 4: 0.27044588, 5: 0.69297755, 'label': 5}, 'culture': {1: 0.0038268787, 2: 0.0052328487, 3: 0.019857649, 4: 0.23348579, 5: 0.7375968, 'label': 5}, 'diversity & inclusion': {1: 0.0038227895, 2: 0.0052184165, 3: 0.021158379, 4: 0.24246562, 5: 0.7273348, 'label': 5}, 'flexibility': {1: 0.0056453194, 2: 0.008321019, 3: 0.027278934, 4: 0.25716695, 5: 0.7015878, 'label': 5}, 'people': {1: 0.00390665, 2: 0.0052626505, 3: 0.020196065, 4: 0.23551893, 5: 0.7351157, 'label': 5}, 'tools & resources': {1: 0.0038801457, 2: 0.0055859103, 3: 0.022326553, 4: 0.2509708, 5: 0.7172366, 'label': 5}}",{}
42700,Freshfields-Bruckhaus-Deringer,2015-10-07, Dispute Resolution Paralegal,"Former Employee, more than 1 year","London, England, England",5,,,,,,,o,o,o,Dispute Resolution Paralegal,"professional environment, great facilities including gym and a great choice of healthy food in the canteen.",no perspective for career growth,2015,professional environment great facility include gym and a great choice of healthy food in the canteen,no perspective for career growth,dispute resolution paralegal,False,False,"{'culture': {1: 0.005170938, 2: 0.007869025, 3: 0.09003606, 4: 0.46289176, 5: 0.4340322, 'label': 4}, 'benefits': {1: 0.0048535103, 2: 0.00768939, 3: 0.09801035, 4: 0.4871294, 5: 0.40231732, 'label': 4}}","{'growth': {1: 0.44625956, 2: 0.34445295, 3: 0.16085579, 4: 0.036002837, 5: 0.012428919, 'label': 1}}","{'culture': {1: 0.0034053917, 2: 0.0054208227, 3: 0.07970804, 4: 0.48517254, 5: 0.42629313, 'label': 4}, 'benefits': {1: 0.0032423688, 2: 0.0052610124, 3: 0.08518264, 4: 0.50557286, 5: 0.40074113, 'label': 4}}","{'growth': {1: 0.44625956, 2: 0.34445295, 3: 0.16085579, 4: 0.036002837, 5: 0.012428919, 'label': 1}}"
52844,IBM,2018-07-30, Service Delivery Manager,"Current Employee, more than 10 years","Manchester, England, England",2,2.0,1.0,,2.0,3.0,1.0,x,x,x,Constant threat of redundancy,Great colleagues at my level,Constant threat of redundancy demoralizing,2018,great colleague at my level,constant threat of redundancy demoralize,constant threat of redundancy,False,False,{},"{'job security': {1: 0.54803216, 2: 0.29052916, 3: 0.10868404, 4: 0.035999075, 5: 0.016755484, 'label': 1}}","{'people': {1: 0.0040289317, 2: 0.0049214964, 3: 0.046071358, 4: 0.33122614, 5: 0.613752, 'label': 5}}","{'job security': {1: 0.5954516, 2: 0.28410053, 3: 0.08743713, 4: 0.023145052, 5: 0.009865723, 'label': 1}}"
45997,H-and-M,2015-11-05, Sales Advisor,"Former Employee, less than 1 year","London, England, England",5,4.0,4.0,,4.0,5.0,4.0,v,o,o,"Great benefits, and work experience","Great discount-25% in not only H&M stores, but also their daughter companies such as COS, Cheap Monday, Monki, & Other Stories. Friendly staff","Busy, face-paced environment, you can never relax.",2015,great discount-25 in not only h&m store but also their daughter company such as cos cheap monday monki other story friendly staff,busy face pace environment you can never relax,great benefit and work experience,False,False,{},"{'culture': {1: 0.33192974, 2: 0.3418182, 3: 0.20409502, 4: 0.0824231, 5: 0.039733965, 'label': 2}}",{},"{'culture': {1: 0.29660213, 2: 0.33946732, 3: 0.20079422, 4: 0.10469537, 5: 0.058440924, 'label': 2}}"
